"ref","company","company_location","review_date","country_of_bean_origin","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste"
1630,"Durci","U.S.A.",2015,"Ecuador",70,4,3,"Yes","Yes","No","No","No","Yes","No","blackberry and cinnamon","",""
1626,"Durci","U.S.A.",2015,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","orange","butterscotch"
1626,"Durci","U.S.A.",2015,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","fatty","roasty","intense brownie"
1630,"Durci","U.S.A.",2015,"Dominican Republic",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","dates","acidic","rich cocoa"
1630,"Durci","U.S.A.",2015,"Venezuela",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","cherry","earthy","tobacco"
2040,"Durci","U.S.A.",2018,"Peru",70,4,3,"Yes","Yes","No","No","No","Yes","No","smoth","dense","grape"
1343,"East Van Roasters","Canada",2014,"Dominican Republic",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","spicy","cocoa",""
1343,"East Van Roasters","Canada",2014,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","ultra fruity","",""
1343,"East Van Roasters","Canada",2014,"Peru",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","waxy","spicy","tobacco"
1812,"Eau de Rose","Canada",2016,"Colombia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","strong floral",""
1812,"Eau de Rose","Canada",2016,"Colombia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","mild","dried fruit","chocolate"
919,"Eclat (Felchlin)","U.S.A.",2012,"Peru",72,2.75,3,"Yes","Yes","No","No","No","Yes","No","buttery","burlap",""
2358,"Eclat (Fruition)","U.S.A.",2019,"Peru",80,3.5,2,"Yes","No","No","No","No","Yes","No","nutty","almond butter",""
1876,"Edelmond","Germany",2016,"Venezuela",68,3,2,"Yes","No","No","No","No","Yes","No","dry","gritty","cardboard"
252,"El Ceibo","Bolivia",2008,"Bolivia",71,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","lemon","tart","burnt"
709,"El Ceibo","Bolivia",2011,"Bolivia",75,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","nutty","rich","red berry"
32,"El Rey","Venezuela",2006,"Venezuela",70,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","gritty","chalky","earthy"
206,"El Rey","Venezuela",2008,"Venezuela",61,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","muted","cherry","banana"
206,"El Rey","Venezuela",2008,"Venezuela",74,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","banana","sour"
206,"El Rey","Venezuela",2008,"Venezuela",58,2.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","gritty","sweet","banana"
439,"El Rey","Venezuela",2009,"Venezuela",70,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","bold","cherry"
439,"El Rey","Venezuela",2009,"Venezuela",60.5,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","very sweet","marshmallow",""
1662,"El Rey","Venezuela",2015,"Venezuela",70,3.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","spicy","caramel","vanilla"
2382,"Eldora","U.S.A.",2019,"Guatemala",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","cocoa","fig notes",""
1137,"Emerald Estate","St. Lucia",2013,"St. Lucia",70,3.25,2,"Yes","No","No","No","No","Yes","No","sandy","tannic","earthy"
1137,"Emerald Estate","St. Lucia",2013,"St. Lucia",60,2.75,2,"Yes","No","No","No","No","Yes","No","low refinement","too sweet",""
1454,"Emily's","Japan",2015,"Peru",78,3.5,3,"Yes","Yes","No","No","No","Yes","No","brownine","nutty",""
1450,"Emily's","Japan",2015,"Venezuela",79,3,3,"Yes","Yes","No","No","No","Yes","No","coarse","woody","roasty"
2108,"Encuentro","France",2018,"Haiti",70,3.5,2,"Yes","No","No","No","No","Yes","No","simple","mild cocoa","fruit"
2108,"Encuentro","France",2018,"Guatemala",70,3.5,2,"Yes","No","No","No","No","Yes","No","spicy","sweet",""
2118,"Encuentro","France",2018,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","fruity","roasty",""
2114,"Encuentro","France",2018,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","earthy","floral","cocoa"
1916,"ENNA","U.S.A.",2016,"Honduras",75,3.25,2,"Yes","No","No","No","No","Yes","No","carrots","heavy roast",""
2198,"ENNA","U.S.A.",2018,"Vietnam",72,3,2,"Yes","No","No","No","No","Yes","No","intens","brownie","spicy"
2350,"ENNA","U.S.A.",2019,"Trinidad",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","muddy","rainins","nut"
2350,"ENNA","U.S.A.",2019,"Tanzania",80,3,3,"Yes","Yes","No","No","No","Yes","No","fruit","dirty",""
2350,"ENNA","U.S.A.",2019,"Sierra Leone",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","dirty","earthy","burnt"
1205,"Erithaj (A. Morin)","France",2014,"Vietnam",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","spicy","green","long"
1209,"Erithaj (A. Morin)","France",2014,"Vietnam",74,3.25,3,"Yes","Yes","No","No","No","Yes","No","grit","smoke","wood"
1209,"Erithaj (A. Morin)","France",2014,"Vietnam",80,3,3,"Yes","Yes","No","No","No","Yes","No","mild bitter","smoke","hammy"
252,"Escazu","U.S.A.",2008,"Venezuela",72,3,4,"Yes","Yes","Yes","No","No","Yes","No","woody","cocoa",""
423,"Escazu","U.S.A.",2009,"Venezuela",81,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","hazelnut","fruit","slight bitter"
431,"Escazu","U.S.A.",2009,"Blend",74,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","sweet","vanilla","sticky"
414,"Escazu","U.S.A.",2009,"Costa Rica",65,2,4,"Yes","Yes","Yes","No","No","Yes","No","sticky","slight plum","medicinal"
903,"Escazu","U.S.A.",2012,"Venezuela",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","nutty","ginger","off notes"
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend",62,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","sweet","vanilla","mild banana"
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend",55,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","gritty","overyly sweet","fruit punch"
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Trinidad",55,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","grits","very sweet","banana"
666,"Ethel's Artisan (Mars)","U.S.A.",2011,"Venezuela",70,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","strong vanilla","strawberry","nut"
672,"Ethel's Artisan (Mars)","U.S.A.",2011,"Blend",62,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","gritty","sweet","vanilla"
1275,"Ethereal","U.S.A.",2014,"Dominican Republic",80,3.75,3,"Yes","Yes","No","No","No","Yes","No","coarse","mild bitter","raisin"
1275,"Ethereal","U.S.A.",2014,"Ecuador",80,3.5,3,"Yes","Yes","No","No","No","Yes","No","spicy","roasty","mild bitter"
1275,"Ethereal","U.S.A.",2014,"Belize",80,3,3,"Yes","Yes","No","No","No","Yes","No","mild fruit","earthy",""
2142,"Ethereal","U.S.A.",2018,"Guatemala",80,3.5,3,"Yes","Yes","No","No","No","Yes","No","prominent plum note","",""
2450,"Exquisito","U.S.A.",2019,"Peru",73,3,3,"Yes","Yes","No","No","No","Yes","No","dominated by heavy roast","",""
565,"Fearless (AMMA)","U.S.A.",2010,"Brazil",75,2.75,2,"Yes","No","No","No","No","Yes","No","perfume","floral","vanilla"
1732,"Feitoria Cacao","Portugal",2016,"Jamaica",76,3,2,"Yes","No","No","No","No","Yes","No","roasty","spicy","nutty"
1736,"Feitoria Cacao","Portugal",2016,"Belize",76,2.75,2,"Yes","No","No","No","No","Yes","No","metallic","off notes","powdery"
1736,"Feitoria Cacao","Portugal",2016,"Venezuela",76,2.5,2,"Yes","No","No","No","No","Yes","No","fatty","sandy","nutty"
56,"Felchlin","Switzerland",2006,"Bolivia",68,4,5,"Yes","Yes","Yes","Yes","No","Yes","No","complex","raspberry","cocoa"
48,"Felchlin","Switzerland",2006,"Ecuador",72,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","fatty","rich","spice"
48,"Felchlin","Switzerland",2006,"Madagascar",64,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","basic cocoa","short length",""
48,"Felchlin","Switzerland",2006,"Venezuela",65,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","floral","complex"
105,"Felchlin","Switzerland",2006,"Dominican Republic",74,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","roasty","cocoa"
105,"Felchlin","Switzerland",2006,"Blend",62,2,5,"Yes","Yes","Yes","Yes","No","Yes","No","malitol","cocoa",""
494,"Felchlin","Switzerland",2010,"Grenada",58,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","spicey","marshmallow",""
1283,"Finca","U.S.A.",2014,"Dominican Republic",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","mild fruit"
1283,"Finca","U.S.A.",2014,"Dominican Republic",80,3,3,"Yes","Yes","No","No","No","Yes","No","molasses","licorice","bitter"
1287,"Finca","U.S.A.",2014,"Dominican Republic",85,2.5,3,"Yes","Yes","No","No","No","Yes","No","intense","molasses","bitter"
1283,"Finca","U.S.A.",2014,"Puerto Rico",65,2.25,3,"Yes","Yes","No","No","No","Yes","No","intense","molasses","sweet"
2486,"Finnia","Canada",2020,"Blend",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","fruit","cocoa","fatty"
2478,"Finnia","Canada",2020,"Mexico",70,3,3,"Yes","Yes","No","No","No","Yes","No","banana","bland","sour"
2474,"Finnia","Canada",2020,"Honduras",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","off","hammy","roasty"
2482,"Finnia","Canada",2020,"Colombia",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","nutty","melon","vinegar"
2398,"Firetree","U.K.",2019,"Vanuatu",72,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","cherry","cocoa","creamy"
2394,"Firetree","U.K.",2019,"Papua New Guinea",72,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","caramel","acidic","creamy"
2398,"Firetree","U.K.",2019,"Solomon Islands",69,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","plums","cocoa",""
2398,"Firetree","U.K.",2019,"Philippines",73,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","creamy","honey","mild hammy"
2150,"Five (5)Mile","U.S.A.",2018,"Dominican Republic",75,3.5,2,"Yes","No","No","No","No","Yes","No","roasty","simple",""
2154,"Five (5)Mile","U.S.A.",2018,"Colombia",75,3,2,"Yes","No","No","No","No","Yes","No","high acidity","bitter","nutty"
2154,"Five (5)Mile","U.S.A.",2018,"Belize",75,2.75,2,"Yes","No","No","No","No","Yes","No","hammy","dried fruit",""
2154,"Five (5)Mile","U.S.A.",2018,"Guatemala",75,2.75,2,"Yes","No","No","No","No","Yes","No","hammy","large grits",""
2206,"FJAK","Norway",2018,"India",68,3.5,3,"Yes","Yes","No","No","No","Yes","No","muted","mild sweet cocoa",""
2206,"FJAK","Norway",2018,"Tanzania",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","fruit","spicy mild molasses",""
2202,"FJAK","Norway",2018,"Madagascar",70,3,3,"Yes","Yes","No","No","No","Yes","No","molasses","sour notes",""
1267,"Forever Cacao","U.K.",2014,"Peru",72,2.75,3,"Yes","Yes","No","No","No","No","Yes","coconut","true to sugar bar",""
1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic",70,2.75,6,"Yes","Yes","Yes","Yes","Yes","Yes","No","strong vanilla","earthy","nutty"
1776,"Forteza (Cortes)","Puerto Rico",2016,"Dominican Republic",80,2.75,6,"Yes","Yes","Yes","Yes","Yes","Yes","No","vanilla","dried fruit","nuts"
1776,"Fossa","Singapore",2016,"Tanzania",67,3.75,2,"Yes","No","No","No","No","Yes","No","gummy","sandy","complex"
1776,"Fossa","Singapore",2016,"Ecuador",75,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","floral",""
1772,"Fossa","Singapore",2016,"Madagascar",70,2.75,2,"Yes","No","No","No","No","Yes","No","gummy","bland","sour"
2072,"Fossa","Singapore",2018,"Haiti",68,3.5,2,"Yes","No","No","No","No","Yes","No","roasty","hazelnut","cocoa"
2072,"Fossa","Singapore",2018,"Philippines",70,3.25,2,"Yes","No","No","No","No","Yes","No","sandy","dried fruit","roasty"
2072,"Fossa","Singapore",2018,"Bolivia",70,3,2,"Yes","No","No","No","No","Yes","No","nuts","sour milk",""
2072,"Fossa","Singapore",2018,"Indonesia",70,3,2,"Yes","No","No","No","No","Yes","No","sandy","powdery","late sour"
2076,"Fossa","Singapore",2018,"Dominican Republic",72,2.75,2,"Yes","No","No","No","No","Yes","No","coffee","acidic","astringent"
2430,"Fossa","Singapore",2019,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","roasted nuts","citrus","creamy"
2430,"Fossa","Singapore",2019,"Mexico",70,3,2,"Yes","No","No","No","No","Yes","No","sticky","dried sour fruit","roasty"
2322,"Foundry","New Zealand",2019,"Ecuador",70,3.75,2,"Yes","No","No","No","No","Yes","No","floral","orange","cocoa"
2326,"Foundry","New Zealand",2019,"Peru",70,3.75,2,"Yes","No","No","No","No","Yes","No","fig","mild anise",""
2318,"Foundry","New Zealand",2019,"Tanzania",70,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","bland","late sour"
2318,"Foundry","New Zealand",2019,"Papua New Guinea",70,3,2,"Yes","No","No","No","No","Yes","No","off","tropical","vegetal"
2322,"Foundry","New Zealand",2019,"Bolivia",70,3,2,"Yes","No","No","No","No","Yes","No","honey","mild floral","mild off"
2322,"Foundry","New Zealand",2019,"Vanuatu",70,3,2,"Yes","No","No","No","No","Yes","No","fruit","smokey","mocha"
2322,"Foundry","New Zealand",2019,"Colombia",70,3,2,"Yes","No","No","No","No","Yes","No","dirty","roasty","acidic"
911,"Franceschi","Venezuela",2012,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","nutty","dried fruit",""
915,"Franceschi","Venezuela",2012,"Venezuela",60,3.5,3,"Yes","Yes","No","No","No","Yes","No","grits","hazelnut","rum"
1355,"Franceschi","Venezuela",2014,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","caramel","dairy",""
1355,"Franceschi","Venezuela",2014,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","intense","tobacco","nuts"
2118,"Franceschi","Venezuela",2018,"Venezuela",72,3.5,2,"Yes","No","No","No","No","Yes","No","nutty","",""
2100,"Franceschi","Venezuela",2018,"Venezuela",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","large grits",""
2100,"Franceschi","Venezuela",2018,"Venezuela",70,3,3,"Yes","Yes","No","No","No","Yes","No","large grits","",""
2122,"Franceschi","Venezuela",2018,"Venezuela",85,3,2,"Yes","No","No","No","No","Yes","No","sl. dry","gritty","fruity"
2044,"Franceschi","Venezuela",2018,"Venezuela",60,2.5,4,"Yes","Yes","No","Yes","No","Yes","No","large grits","sweet",""
1351,"Frederic Blondeel","Belgium",2014,"Ghana",60,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","coarse","hazelnut","peanut"
1351,"Frederic Blondeel","Belgium",2014,"Madagascar",65,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","banana","",""
1538,"Frederic Blondeel","Belgium",2015,"Costa Rica",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","few grits","spicy","cocoa"
1538,"Frederic Blondeel","Belgium",2015,"Peru",75,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","very coarse","intense","spice"
1542,"Frederic Blondeel","Belgium",2015,"Vietnam",80,3,4,"Yes","Yes","No","Yes","No","Yes","No","intense","bitter","off notes"
781,"French Broad","U.S.A.",2011,"Peru",70,3.5,2,"Yes","No","No","No","No","Yes","No","coarse","perfume","heavy roast"
785,"French Broad","U.S.A.",2011,"Dominican Republic",65,3.5,2,"Yes","No","No","No","No","Yes","No","choco covered strawberry","",""
883,"French Broad","U.S.A.",2012,"Peru",66,3.5,2,"Yes","No","No","No","No","No","Yes","olive","rum",""
883,"French Broad","U.S.A.",2012,"Peru",70,2.5,2,"Yes","No","No","No","No","Yes","No","fruit","cough medicine",""
887,"French Broad","U.S.A.",2012,"Peru",81,2,2,"Yes","No","No","No","No","No","Yes","sandpaper","some fruit","bitter"
1042,"French Broad","U.S.A.",2013,"Peru",66,3.5,2,"Yes","No","No","No","No","Yes","No","spice","citrus","sweet"
1295,"French Broad","U.S.A.",2014,"Nicaragua",68,3.25,2,"Yes","No","No","No","No","Yes","No","sweet","tobacco",""
1209,"French Broad","U.S.A.",2014,"Costa Rica",80,3,2,"Yes","No","No","No","No","Yes","No","mild bitter","roasty","red berry"
1634,"French Broad","U.S.A.",2015,"Guatemala",73,3.5,2,"Yes","No","No","No","No","Yes","No","roasty","grapes","rich brownie"
1940,"French Broad","U.S.A.",2017,"Peru",70,3.5,2,"Yes","No","No","No","No","Yes","No","slight dry","citrus","grapefruit"
2430,"French Broad","U.S.A.",2019,"India",71,3.25,3,"Yes","Yes","No","No","No","Yes","No","tea","spicy","sweet"
370,"Fresco","U.S.A.",2009,"Venezuela",65,3.5,3,"Yes","Yes","No","No","No","Yes","No","complex","mild licorice","spice"
370,"Fresco","U.S.A.",2009,"Jamaica",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","creamy","roasty","tobacco"
370,"Fresco","U.S.A.",2009,"Jamaica",70,3,3,"Yes","Yes","No","No","No","Yes","No","creamy","simple","nutty"
370,"Fresco","U.S.A.",2009,"Jamaica",80,2.75,3,"Yes","Yes","No","No","No","Yes","No","slightly burnt","earthy",""
745,"Fresco","U.S.A.",2011,"Venezuela",70,4,3,"Yes","Yes","No","No","No","Yes","No","tart","roasted cocoa",""
642,"Fresco","U.S.A.",2011,"Dominican Republic",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","red berry","some roasty notes",""
642,"Fresco","U.S.A.",2011,"Jamaica",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","woody","grassy","long"
642,"Fresco","U.S.A.",2011,"Jamaica",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","grassy","brownie","astringent"
682,"Fresco","U.S.A.",2011,"Dominican Republic",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","spicy","cocoa",""
745,"Fresco","U.S.A.",2011,"Venezuela",76,3.25,3,"Yes","Yes","No","No","No","Yes","No","bready","nutty","earthy"
688,"Fresco","U.S.A.",2011,"Madagascar",74,3,3,"Yes","Yes","No","No","No","Yes","No","sandy","cocoa","red fruit"
636,"Fresco","U.S.A.",2011,"Ghana",74,2.75,3,"Yes","Yes","No","No","No","Yes","No","mild bitter","mild cocoa","roasty"
682,"Fresco","U.S.A.",2011,"Madagascar",74,2.75,3,"Yes","Yes","No","No","No","Yes","No","woody","red fruit","sour"
915,"Fresco","U.S.A.",2012,"Madagascar",74,4,3,"Yes","Yes","No","No","No","Yes","No","caramel","nuts","dried fruit"
927,"Fresco","U.S.A.",2012,"Papua New Guinea",69,4,2,"Yes","No","No","No","No","Yes","No","tart","red berry","smoke"
899,"Fresco","U.S.A.",2012,"Papua New Guinea",69,3.5,2,"Yes","No","No","No","No","Yes","No","mild smoke and fruit","",""
899,"Fresco","U.S.A.",2012,"Papua New Guinea",69,3.5,2,"Yes","No","No","No","No","Yes","No","smoke","fruit","sour"
931,"Fresco","U.S.A.",2012,"Papua New Guinea",69,3,2,"Yes","No","No","No","No","Yes","No","sandy","smoke","red berry"
1149,"Fresco","U.S.A.",2013,"Peru",70,4,3,"Yes","Yes","No","No","No","Yes","No","chocolate covered banana","",""
1081,"Fresco","U.S.A.",2013,"Dominican Republic",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","blackberries","caramel","roasty"
1117,"Fresco","U.S.A.",2013,"Peru",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","cocoa and fresh grapes","",""
1030,"Fresco","U.S.A.",2013,"Dominican Republic",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","mildly burnt caramel","",""
1383,"Fresco","U.S.A.",2014,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","orange","mellow but flavorful",""
1383,"Fresco","U.S.A.",2014,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","fruity","floral","caramel"
1387,"Fresco","U.S.A.",2014,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","slow develop","caramel","roasty"
1383,"Fresco","U.S.A.",2014,"Peru",70,3,3,"Yes","Yes","No","No","No","Yes","No","light color","leathery flavor",""
2024,"Fresco","U.S.A.",2017,"Guatemala",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","long lasting","fruit","spicy"
2024,"Fresco","U.S.A.",2017,"Guatemala",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","rich cocoa","mild","fatty"
2028,"Fresco","U.S.A.",2017,"Guatemala",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","rich cocoa","nuts",""
2174,"Fresco","U.S.A.",2018,"Venezuela",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","complex","nuts","spice"
2174,"Fresco","U.S.A.",2018,"Venezuela",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","roasty","mild fatty",""
2000,"Fresh Coast","U.S.A.",2017,"Tanzania",70,3.75,2,"Yes","No","No","No","No","Yes","No","creamy","simple","strong choco"
2000,"Fresh Coast","U.S.A.",2017,"Brazil",70,3.5,2,"Yes","No","No","No","No","Yes","No","creamy","fragrant",""
1375,"Fresh Coast aka Just Good Choc.","U.S.A.",2014,"Peru",70,4,2,"Yes","No","No","No","No","Yes","No","banana","yogurt","cocoa"
1375,"Fresh Coast aka Just Good Choc.","U.S.A.",2014,"Belize",70,3.5,2,"Yes","No","No","No","No","Yes","No","spice","fatty","mild cocoa"
1375,"Fresh Coast aka Just Good Choc.","U.S.A.",2014,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","strong fruit","ham","deep cocoa"
1912,"Friis Holm","Denmark",2016,"Nicaragua",70,3.5,2,"Yes","No","No","No","No","Yes","No","vegetal","herbs","raw"
1956,"Friis Holm","Denmark",2017,"Nicaragua",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","black pepper","nut"
2126,"Friis Holm","Denmark",2018,"Guatemala",70,4,3,"Yes","Yes","No","No","No","Yes","No","honey","deep cocoa",""
2130,"Friis Holm","Denmark",2018,"Nicaragua",70,4,3,"Yes","Yes","No","No","No","Yes","No","banana","dairy","cocoa"
