"passenger","pclass","survived","name","age","embarked","home.dest","room","ticket","boat","sex"
 519,"2nd","Yes","Nourney, Mr Alfred (aka Baron von Drachstedt)                 ","20    ","Cherbourg  ","Cologne, Germany                                  ","D-38        ","                    ","7    ","male  "
 520,"2nd","Yes","Nye, Mrs Elizabeth Ramell                                     ","29    ","Southampton","Folkstone, Kent / New York, NY                    ","F-33        ","                    ","11   ","female"
 521,"2nd","No ","Otter, Mr Richard                                             ","39    ","Southampton","Middleburg Heights, OH                            ","            ","                    ","     ","male  "
 522,"2nd","Yes","Oxenham, Mr Percy Thomas                                      ","22    ","Southampton","Pondersend, England / New Durham, NJ              ","            ","                    ","     ","male  "
 523,"2nd","Yes","Padro y Manent, Mr Julian                                     ",".     ","Cherbourg  ","Spain / Havana, Cuba                              ","            ","                    ","     ","male  "
 524,"2nd","No ","Pain, Dr Alfred                                               ","24    ","Southampton","Hamilton, ON                                      ","            ","                    ","     ","male  "
 525,"2nd","Yes","Pallas y Castello, Mr Emilio                                  ",".     ","Cherbourg  ","Spain / Havana, Cuba                              ","            ","                    ","     ","male  "
 526,"2nd","No ","Parker, Mr Clifford R.                                        ","28    ","Southampton","St Andrews, Guernsey                              ","            ","                    ","     ","male  "
 527,"2nd","No ","Parkes, Mr Francis (Frank)                                    ",".     ","           ","Belfast                                           ","            ","                    ","     ","male  "
 528,"2nd","Yes","Parrish, Mrs Lutie Davis                                      ","50    ","Southampton","Woodford County, KY                               ","            ","                    ","12   ","female"
 529,"2nd","No ","Pengelly, Mr Frederick                                        ","20    ","Southampton","Gunnislake, England / Butte, MT                   ","            ","                    ","     ","male  "
 530,"2nd","No ","Peruschitz, Rev. Joseph M.                                    ","40    ","Southampton","                                                  ","            ","                    ","     ","male  "
